frame,repaint_interval_ms,cpu_frame_ms,triangles,vertices,draw_calls,set_pass_calls
0,7.034,10.661,19588662,11513160,7525,74
1,7.164,4.697,19588662,11513160,7525,74
2,7.543,8.023,19588662,11513160,7525,74
3,7.974,7.821,19588662,11513160,7525,74
4,7.675,7.916,19588662,11513160,7525,74
5,8.132,6.129,19588662,11513160,7525,74
6,6.450,7.477,19588662,11513160,7525,74
7,8.517,7.862,19588662,11513160,7525,74
8,6.784,7.743,19588662,11513160,7525,74
9,7.184,8.042,19588662,11513160,7525,74
10,7.112,6.406,19588662,11513160,7525,74
11,8.970,8.657,19588662,11513160,7525,74
12,7.395,6.768,19588662,11513160,7525,74
13,6.809,7.063,19588662,11513160,7525,74
14,6.990,7.160,19588662,11513160,7525,74
15,8.874,9.343,19588662,11513160,7525,74
16,7.470,7.635,19588662,11513160,7525,74
17,5.520,6.641,19588662,11513160,7525,74
18,7.178,6.600,19588662,11513160,7525,74
19,7.874,8.826,19588662,11513160,7525,74
20,5.982,7.601,19588662,11513160,7525,74
21,6.213,5.552,19588662,11513160,7525,74
22,7.377,7.300,19588662,11513160,7525,74
23,7.506,7.695,19588662,11513160,7525,74
24,6.696,6.065,19588662,11513160,7525,74
25,6.833,6.251,19588662,11513160,7525,74
26,6.431,7.306,19588662,11513160,7525,74
27,7.953,7.453,19588662,11513160,7525,74
28,6.704,6.862,19588662,11513160,7525,74
29,6.712,6.682,19588662,11513160,7525,74
30,6.827,6.602,19588662,11513160,7525,74
31,7.569,7.770,19588662,11513160,7525,74
32,7.135,6.769,19588662,11513160,7525,74
33,6.872,6.727,19588662,11513160,7525,74
34,6.559,7.074,19588662,11513160,7525,74
35,8.034,7.225,19588662,11513160,7525,74
36,5.720,7.388,19588662,11513160,7525,74
37,7.421,6.786,19588662,11513160,7525,74
38,6.043,6.827,19588662,11513160,7525,74
39,7.918,7.806,19588662,11513160,7525,74
40,6.795,5.857,19588662,11513160,7525,74
41,6.618,7.123,19588662,11513160,7525,74
42,7.136,6.047,19588662,11513160,7525,74
43,7.708,7.814,19588662,11513160,7525,74
44,7.212,6.852,19588662,11513160,7525,74
45,6.090,6.572,19588662,11513160,7525,74
46,7.076,7.190,19588662,11513160,7525,74
47,7.116,7.992,19588662,11513160,7525,74
48,7.339,6.855,19588662,11513160,7525,74
49,6.711,6.229,19588662,11513160,7525,74
50,6.663,7.051,19588662,11513160,7525,74
51,7.591,7.079,19588662,11513160,7525,74
52,6.312,7.282,19588662,11513160,7525,74
53,7.728,6.815,19588662,11513160,7525,74
54,6.421,6.621,19588662,11513160,7525,74
55,8.670,7.531,19588662,11513160,7525,74
56,5.989,6.453,19588662,11513160,7525,74
57,6.456,7.583,19588662,11513160,7525,74
58,7.351,6.535,19588662,11513160,7525,74
59,7.060,8.567,19588662,11513160,7525,74
60,7.384,6.011,19588662,11513160,7525,74
61,6.628,6.415,19588662,11513160,7525,74
62,6.276,7.460,19588662,11513160,7525,74
63,8.149,6.900,19588662,11513160,7525,74
64,6.559,7.440,19588662,11513160,7525,74
65,7.021,6.656,19588662,11513160,7525,74
66,7.141,6.156,19588662,11513160,7525,74
67,7.022,8.340,19588662,11513160,7525,74
68,7.473,6.400,19588662,11513160,7525,74
69,6.678,7.057,19588662,11513160,7525,74
70,7.261,7.381,19588662,11513160,7525,74
71,7.087,6.714,19588662,11513160,7525,74
72,6.991,7.546,19588662,11513160,7525,74
73,6.853,6.598,19588662,11513160,7525,74
74,6.435,7.265,19588662,11513160,7525,74
75,8.196,7.150,19588662,11513160,7525,74
76,6.911,6.961,19588662,11513160,7525,74
77,6.737,6.831,19588662,11513160,7525,74
78,7.145,6.393,19588662,11513160,7525,74
79,8.024,8.589,19588662,11513160,7525,74
