frame,repaint_interval_ms,cpu_frame_ms,triangles,vertices,draw_calls,set_pass_calls
0,6.647,6.459,24247582,13714436,1605,29
1,6.577,6.554,24247582,13714436,1605,29
2,6.904,7.118,24247582,13714436,1605,29
3,6.186,5.565,24247582,13714436,1605,29
4,5.996,8.480,24247582,13714436,1605,29
5,6.671,4.683,24247582,13714436,1605,29
6,6.857,6.968,24247582,13714436,1605,29
7,6.137,6.333,24247582,13714436,1605,29
8,6.368,5.859,24247582,13714436,1605,29
9,5.987,6.918,24247582,13714436,1605,29
10,7.525,6.629,24247582,13714436,1605,29
11,5.692,6.191,24247582,13714436,1605,29
12,6.822,6.416,24247582,13714436,1605,29
13,6.287,6.230,24247582,13714436,1605,29
14,7.036,7.230,24247582,13714436,1605,29
15,6.443,6.033,24247582,13714436,1605,29
16,7.164,6.670,24247582,13714436,1605,29
17,5.028,6.382,24247582,13714436,1605,29
18,5.548,7.083,24247582,13714436,1605,29
19,6.338,6.096,24247582,13714436,1605,29
20,5.859,7.990,24247582,13714436,1605,29
21,5.779,4.092,24247582,13714436,1605,29
22,6.972,5.822,24247582,13714436,1605,29
23,5.554,6.362,24247582,13714436,1605,29
24,6.070,5.675,24247582,13714436,1605,29
25,6.135,5.833,24247582,13714436,1605,29
26,7.075,7.182,24247582,13714436,1605,29
27,6.169,5.179,24247582,13714436,1605,29
28,5.548,6.152,24247582,13714436,1605,29
29,6.041,6.414,24247582,13714436,1605,29
30,6.673,6.865,24247582,13714436,1605,29
31,5.624,6.271,24247582,13714436,1605,29
32,6.142,5.413,24247582,13714436,1605,29
33,6.378,6.050,24247582,13714436,1605,29
34,6.337,6.644,24247582,13714436,1605,29
35,5.951,5.588,24247582,13714436,1605,29
36,5.807,6.070,24247582,13714436,1605,29
37,6.037,6.433,24247582,13714436,1605,29
38,6.842,6.343,24247582,13714436,1605,29
39,5.414,5.906,24247582,13714436,1605,29
40,6.802,5.924,24247582,13714436,1605,29
41,6.090,6.019,24247582,13714436,1605,29
42,6.102,6.829,24247582,13714436,1605,29
43,6.435,5.646,24247582,13714436,1605,29
44,5.716,6.763,24247582,13714436,1605,29
45,5.888,5.905,24247582,13714436,1605,29
46,6.314,6.039,24247582,13714436,1605,29
47,6.046,6.561,24247582,13714436,1605,29
48,6.117,5.553,24247582,13714436,1605,29
49,5.561,6.570,24247582,13714436,1605,29
50,6.474,6.008,24247582,13714436,1605,29
51,6.180,5.898,24247582,13714436,1605,29
52,6.589,6.171,24247582,13714436,1605,29
53,5.656,5.308,24247582,13714436,1605,29
54,6.416,6.432,24247582,13714436,1605,29
55,6.336,6.309,24247582,13714436,1605,29
56,5.316,6.594,24247582,13714436,1605,29
57,6.190,5.736,24247582,13714436,1605,29
58,7.017,6.348,24247582,13714436,1605,29
59,6.333,6.347,24247582,13714436,1605,29
60,5.894,5.251,24247582,13714436,1605,29
61,5.798,6.250,24247582,13714436,1605,29
62,6.711,6.954,24247582,13714436,1605,29
63,5.680,6.286,24247582,13714436,1605,29
64,6.340,6.050,24247582,13714436,1605,29
65,5.922,5.749,24247582,13714436,1605,29
66,6.438,6.627,24247582,13714436,1605,29
67,6.967,6.022,24247582,13714436,1605,29
68,5.622,6.098,24247582,13714436,1605,29
69,6.300,6.166,24247582,13714436,1605,29
70,6.287,6.044,24247582,13714436,1605,29
71,5.677,7.173,24247582,13714436,1605,29
72,5.957,5.999,24247582,13714436,1605,29
73,5.493,5.834,24247582,13714436,1605,29
74,7.025,6.843,24247582,13714436,1605,29
75,5.925,5.100,24247582,13714436,1605,29
76,6.092,5.881,24247582,13714436,1605,29
77,7.633,5.789,24247582,13714436,1605,29
78,4.805,7.003,24247582,13714436,1605,29
79,6.697,5.777,24247582,13714436,1605,29
