frame,repaint_interval_ms,cpu_frame_ms,triangles,vertices,draw_calls,set_pass_calls
0,6.882,7.127,29830086,16431716,729,25
1,6.781,5.384,29830086,16431716,729,25
2,5.772,6.856,29830086,16431716,729,25
3,6.886,6.486,29830086,16431716,729,25
4,6.912,8.501,29830086,16431716,729,25
5,5.773,5.282,29830086,16431716,729,25
6,5.692,5.567,29830086,16431716,729,25
7,7.654,6.807,29830086,16431716,729,25
8,6.508,7.071,29830086,16431716,729,25
9,6.055,6.137,29830086,16431716,729,25
10,6.151,5.414,29830086,16431716,729,25
11,6.596,8.014,29830086,16431716,729,25
12,7.010,6.260,29830086,16431716,729,25
13,6.762,5.920,29830086,16431716,729,25
14,5.544,6.025,29830086,16431716,729,25
15,6.284,6.826,29830086,16431716,729,25
16,6.402,7.261,29830086,16431716,729,25
17,6.400,6.494,29830086,16431716,729,25
18,5.281,5.331,29830086,16431716,729,25
19,6.600,6.256,29830086,16431716,729,25
20,6.107,6.447,29830086,16431716,729,25
21,6.296,6.547,29830086,16431716,729,25
22,5.414,5.342,29830086,16431716,729,25
23,6.010,6.330,29830086,16431716,729,25
24,7.578,6.498,29830086,16431716,729,25
25,6.704,6.082,29830086,16431716,729,25
26,5.755,5.323,29830086,16431716,729,25
27,4.788,5.798,29830086,16431716,729,25
28,6.138,7.730,29830086,16431716,729,25
29,6.769,6.868,29830086,16431716,729,25
30,7.330,5.658,29830086,16431716,729,25
31,5.507,5.202,29830086,16431716,729,25
32,7.277,5.659,29830086,16431716,729,25
33,5.791,7.271,29830086,16431716,729,25
34,6.470,7.297,29830086,16431716,729,25
35,5.732,5.937,29830086,16431716,729,25
36,5.092,7.204,29830086,16431716,729,25
37,6.831,5.771,29830086,16431716,729,25
38,7.030,6.403,29830086,16431716,729,25
39,5.853,5.079,29830086,16431716,729,25
40,4.774,5.110,29830086,16431716,729,25
41,5.168,7.357,29830086,16431716,729,25
42,6.559,7.195,29830086,16431716,729,25
43,5.988,5.350,29830086,16431716,729,25
44,6.910,4.392,29830086,16431716,729,25
45,5.469,5.175,29830086,16431716,729,25
46,5.434,6.624,29830086,16431716,729,25
47,6.229,6.185,29830086,16431716,729,25
48,7.053,6.697,29830086,16431716,729,25
49,6.426,5.491,29830086,16431716,729,25
50,5.577,5.563,29830086,16431716,729,25
51,6.049,6.509,29830086,16431716,729,25
52,6.663,6.966,29830086,16431716,729,25
53,5.446,6.050,29830086,16431716,729,25
54,5.795,5.615,29830086,16431716,729,25
55,5.989,6.003,29830086,16431716,729,25
56,7.078,6.694,29830086,16431716,729,25
57,5.385,5.655,29830086,16431716,729,25
58,6.356,5.706,29830086,16431716,729,25
59,6.082,6.024,29830086,16431716,729,25
60,6.597,7.318,29830086,16431716,729,25
61,6.165,4.919,29830086,16431716,729,25
62,5.541,6.349,29830086,16431716,729,25
63,5.891,6.175,29830086,16431716,729,25
64,6.585,6.529,29830086,16431716,729,25
65,6.242,6.350,29830086,16431716,729,25
66,5.984,5.404,29830086,16431716,729,25
67,6.579,6.027,29830086,16431716,729,25
68,6.589,6.774,29830086,16431716,729,25
69,4.957,5.870,29830086,16431716,729,25
70,5.697,5.961,29830086,16431716,729,25
71,6.195,6.681,29830086,16431716,729,25
72,6.643,6.542,29830086,16431716,729,25
73,6.187,5.040,29830086,16431716,729,25
74,5.806,5.638,29830086,16431716,729,25
75,6.272,6.343,29830086,16431716,729,25
76,6.648,6.645,29830086,16431716,729,25
77,5.827,6.033,29830086,16431716,729,25
78,5.564,5.658,29830086,16431716,729,25
79,5.873,6.399,29830086,16431716,729,25
